name,id,token0.id,token0.symbol,token0.name,token0.decimals,token1.id,token1.symbol,token1.name,token1.decimals,totalSupply,volumeUSD,txCount
UNI-xSUSHI,0x02085e17ec3530a702e9a15154e1d1b4a53f8352,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,Uniswap,18,0x8798249c2e607446efb7ad49ec89dd1865ff4272,xSUSHI,SushiBar,18,0.891820838570064952,3252.067564677717190542080741046092,8
WBTC-PHI,0x02098976e02bebd91f402ddc752f7f2473383218,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,Wrapped BTC,8,0x2d55344bc1f72e0ccbee2d8d2eab503dedff67c8,PHI,PHI,18,0.000000000002496168,224.2337637679447462712583183364264,9
COOL-WETH,0x0225e940deecc32a8d7c003cfb7dae22af18460c,0x114f1388fab456c4ba31b1850b244eedcd024136,COOL,Cool Cats,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,2.677080736868450697,10111529.60812970214659953585523447,4040
WETH-SNL,0x022a500470a03659a88bd20e9e36c3d0195f76fc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xeb10a2423810faef05e99333e501b7eb1ac8cafa,SNL,SaturdayNightDoge,18,28017.851452243799772857,542228.7877855057767645519408001992,183
ASG-DAI,0x024cc95611d478dd367240e72c82662d9e390a6a,0x0dc5189ec8cde5732a01f0f592e927b304370551,ASG,Asgard,9,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,Dai Stablecoin,18,0.000072210545996936,22014858.82229898493807548420417986,6062
PUNK-BASIC-WETH,0x0267bd35789a5ce247fff6cb1d597597e003cc43,0x69bbe2fa02b4d90a944ff328663667dc32786385,PUNK-BASIC,Punk-Basic,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.007111266790203023,3577891.47367260163779284148209297,1485
$TIARA-WETH,0x0269197835253efc311ffe7d0aa3fbdbc1760443,0x59c69d3c8786156901a81c708669c1c558832234,$TIARA,HOUSE OF TIARA,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,3.66374740816993961,312272.3820814197069479077319046458,253
WETH-renBTC,0x0289b9cd5859476ce325aca04309d36addcebdaa,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,renBTC,renBTC,8,0.00000000227611483,598782.0556277672264627764604475475,411
SPANK-WETH,0x02c6260ce42ea5cd055911ed0d4857ecd4583740,0x42d6622dece394b54999fbd73d108123806f6a18,SPANK,SPANK,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,751.919863170146890857,7443369.113639699507920217805805503,2172
LINA-MIS,0x02cb152d029f06a2ae796eae564e0ae740a8b7ca,0x3e9bc21c9b189c09df3ef1b824798658d5011937,LINA,Linear Token,18,0x4b4d2e899658fb59b1d518b68fe836b100ee8958,MIS,MIS,18,0,0,2
MHONEY-WETH,0x02cd9c0837d9aa33d8b2baa737c855e416a61b3c,0x31da07eef287e2644fdb149a9214d4ada4cfc776,MHONEY,Bear Market Bears,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,6.05186558048450184,1326.208528479940605832516120026382,31
LINU-WETH,0x02e35963fab259453f527b195fbf5fdc3ab3eadc,0x2dbf63976c9364dd00a4c67df9ff037b98eb2f78,LINU,Luna Inu,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,86.234637603743458871,19.45143164207296189787566146849203,3
WETH-ZEON,0x02eb135eba0d5b36c2cf0bb9190c36927c5eed6d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xe5b826ca2ca02f09c1725e9bd98d9a8874c30532,ZEON,ZEON,18,3.872983346207415885,7670.023148589089490457385796779209,163
SLP-WETH,0x02f2e294b1d3cf1ae1a938d8144cc5caf424b9ab,0xbcd6a2ddafbaa7f424698ed69e717c0c0f1e99bf,SLP,SushiSwap LP Token,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0.0000005335818252568813496352523783553998,4
REAL-WETH,0x02ff01edec0019d2377d827563daf2243375ce2a,0x6b4389afb3e243a65668b7311fa9ef092a8a3b64,REAL,Real Coin,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.282842712474618009,1175.135263722560418594717055986581,27
SLP-SLP,0x0313ba7d9b5e1df207aca261cf381405a0e31a52,0x850fe284f917eb6dfcfe452348bead903aa63073,SLP,SushiSwap LP Token,18,0xc9cb53b48a2f3a9e75982685644c1870f1405ccb,SLP,SushiSwap LP Token,18,0.002508434172944356,0,4
ASTRAFER-WETH,0x031c3ada568bacc1c4831813489dff949862511a,0x97bbbc5d96875fb78d2f14b7ff8d7a3a74106f17,ASTRAFER,Astrafer,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,1906.021345778654787732,1169728.440748558350754642714180105,2063
TACO-CRD,0x031ea09922fb6dc929985e5cb280c2abbbd684fc,0x41c028a4c1f461ebfc3af91619b240004ebad216,TACO,TacoToken,18,0xcaaa93712bdac37f736c323c93d4d5fdefcc31cc,CRD,CryptalDash,18,967.770846914139817612,0,264
GCN-WETH,0x032f7305592b5a07a43f8e1bf43681560e7fa161,0x33f1626539e9d2b18ccbf45d73fe963b30900951,GCN,Gold Coin,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0,2
YAX-WETH,0x033ecd066376afec5e6383bc9f1f15be4c62dc89,0xb1dc9124c395c1e97773ab855d66e879f053a289,YAX,yAxis,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,2.764575202081863578,2523607.849514814652154583915532901,914
stZEN-stETH,0x033f4a33823595a6dd9df0672fd94de32c65c415,0x31b595e7cfdb624d10a3e7a562ed98c3567e3865,stZEN,stakedZEN,8,0xdfe66b14d37c77f4e9b180ceb433d1b164f0281d,stETH,stakedETH,18,0.000000194323629065,3269087.994571863463579980360081073,324
PLA-WETH,0x034207332f4091d43e4823908cacc739f8fc043e,0x307d45afbb7e84f82ef3d251a6bb0f00edf632e4,PLA,PLANET,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,22.390328949915842104,23468.95324879962151915088924152194,116
ESS-WETH,0x03616c1bb1699d50a8f7a468fcc27593f5936e1b,0x089808ecc8b3be8c4e4d9724f2a43b69f249157f,ESS,Rune Essence,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0,0,2
TESTPRESALE-WETH,0x03739652e539d2c62d79ba75d06a601e23dddaf7,0x25fc63bad0681b41b354f4f568c80ae1f8815128,TESTPRESALE,TEST - presale,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.790494751405724653,14.25713773255119883667910416395583,2
SUSHI-TOAST,0x03a609e25ced7c3bcefa25eb513e601bdec80cb7,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,SushiToken,18,0x774fb37e50db4bf53b7c08e6b71007bf1f1d9a47,TOAST,Toast.finance,18,1550.075083118553553126,134.8424031630039579881043637189585,27
AZUKI-WETH,0x03e0507956aa9381b12ad69ffa13e9af4ad65fa2,0x910524678c0b1b23ffb9285a81f99c29c11cbaed,AZUKI,DokiDokiAzuki,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.014838717636489661,2562.547912580903564658447182172438,17
GTON-USDT,0x040805f5e3236e5f664aac928a3ec98ac62eaf51,0x01e0e2e61f554ecaaec0cc933e739ad90f24a86d,GTON,Graviton,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.0000004819913738,4618.782015418221274752663054142356,9
AVA-AXS,0x0410c98aa215c2f6d8d4422e07a43313bc725dd0,0xa16001dd47f505b7b7c5639c710a52209e4e8904,AVA,Alpha Fund,18,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,AXS,Axie Infinity Shard,18,4.973372539185675448,0,26
MSHIBA-WETH,0x04322d5c07d5a77159fd6240106738581c1d7e0c,0x9cf77be84214beb066f26a4ea1c38ddcc2afbcf7,MSHIBA,Meta Shiba,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,3251.937317653634865189,28599.2206751632446802219671017899,48
nrtf-WETH,0x0436b55da270d147cd7235f022f6f0a4c43993f1,0x87d96bb73be64457d06a6ce455742b1cd6fd5ee8,nrtf,Nora Fuel,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000561293149787949,2.431368063554790877033110750824256,10
THUNDER-WETH,0x0438a9524fd89f0ec6a66b82c0c9627b7de46728,0x43b7d7fda7c14a37a97ca5f8bc67dbc7a8aa5f90,THUNDER,Thunderstrike,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,3.953341428341009895,19.69513884632783136734237302996323,4
AMETHYST-WETH,0x0440f3226cc2caa65609c78fd1f3029543445b11,0x8fddbcdcab0335034a4bf4f5a19bac1832474dba,AMETHYST,Amethyst Dao,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.497793921753965623,974.9186413075214413429104170287067,9
NU-WETH,0x04444d365324134e58104b1d874d00dc68dcea53,0x4fe83213d56308330ec302a8bd641f1d0113a4cc,NU,NuCypher,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,138.5435762209752284,145356681.7047272961239246501098711,10145
USDC-GTC,0x0446f087fb2ed2bc4d39fc6fc8b787534bc5874e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD Coin,6,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,GTC,Gitcoin,18,0.000008596050250257,42.386568497799594688543393141691,28
KLAYME-WETH,0x04496c9673e1bc5d14c3e433fd3b6a367e5c8046,0x438e69a90fee446b1e4c7fb5b0a3b267d3d3a56a,KLAYME,KLAYME,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,3.162277660168378331,53.54628425710075737359935785000762,4
CQT-USDT,0x04536e2c62daa818393d4d7ac0a50d5ed6f19fc4,0xd417144312dbf50465b1c641d016962017ef6240,CQT,Covalent Query Token,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.000126947058080529,223.2436886575025695068344368198692,15
WETH-UNI,0x04631328f056046ab6a5ae62df2d4fe6bead5334,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xcae516aa57d04ebf9b92813050282333f7587d2f,UNI,Uniswap V3,18,824.639315094787363698,694.5602149306012057660991628935851,31
PUNK-WETH,0x0463a06fbc8bf28b3f120cd1bfc59483f099d332,0x269616d549d7e8eaa82dfb17028d0b212d11232a,PUNK,CryptoPunks,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,314.417654188654015203,157690863.7407563671523827722614958,7826
WETH-MUA,0x046d8c308fd8b1d287fecec297dea805a6d925f0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xd7f8032777c50afd2e7afa41912a4d8038127271,MUA,MUAN,18,9.797958971132711392,13.48178361717461330048044266188024,4
EARN-EUSD,0x04771d6e1c4b1a6912c74ec53e6d1e83b45e4e9b,0x9470a37d562d6a4052f1c633848c2648460d688e,EARN,EarnToken,18,0xb220d53f7d0f52897bcf25e47c4c3dc0bac344f8,EUSD,EUSD,18,0,0,0
WETH-PYLON,0x04940b1776b0bf5786dac58986112c4f722bfc63,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xd7b7d3c0bda57723fb54ab95fd8f9ea033af37f2,PYLON,PYLON,18,0.000082940591345444,111.6301786789971222015876474767871,11
SDARK-WETH,0x04a76d48bee726e5d8215586a33441ec902d08af,0x26c7d50b9f372e1fa9ca078cc054298f36d68b17,SDARK,StableDark,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,1.417644344889206603,63168.66900503159177743724423222632,401
KETH-ROOT,0x04c79ea4498f400b713e4fa2966694e9172eab9e,0x93747501f46ae40b8a4b8f1a1529696ae24ea04e,KETH,RootKit ETH,18,0xcb5f72d37685c3d5ad0bb5f982443bc8fcdf570e,ROOT,RootKit,18,0.607453701939496607,0,2
PIPT-WETH,0x04e02423299c2c56c451ceb125779cfa0f7ac6bc,0x26607ac599266b21d13c7acf7942c7701a8b699c,PIPT,Power Index Pool Token,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,1159.440524951899110488,29031196.11789400802227555334622947,5820
WETH-COL,0x04e1c5f32941cfdf5a593e2345c52eda2984ced6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0xc76fb75950536d98fa62ea968e1d6b45ffea2a55,COL,COL,18,5.151865642373530082,17956.60108571040212955500470007291,212
ICON-WETH,0x04f7e8038afd52bdcffcd17d9992e546d6918bbb,0x5d9c1b6f2c865b02bd8f57978cd79fa7585f0e9b,ICON,Incognito,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.090918812351555924,63598.75281299413836452296848879499,74
OHM-FRAX,0x04fc84d0b2914005cd16fa377ae889d768b2e7ff,0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5,OHM,Olympus,9,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,Frax,18,0.019326526405296881,0,347
sCHF-USDC,0x05009e44f99ca88843dc8ab50c1705c722de139b,0x0f83287ff768d1c1e17a42f44d644d7f22e8ee1d,sCHF,Synth sCHF,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD Coin,6,0.000000919548106453,3964.302450189323819587578132424786,4
CCSKUL-WETH,0x050f6837e087009a726f1c7ef7ac058f744f68a2,0x54289ffd30294db816cf22c0f92dd7d8f18902e9,CCSKUL,Cyber Cryptoskulls,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.295803989154979802,37.62960390545059752649832121699637,5
SYN-USDC,0x05104ebba2b6d3b8254aa41cf6df80462f6160ae,0x0f2d719407fdbeff09d87557abb7232601fd9f29,SYN,Synapse,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD Coin,6,0.000072493717831824,177012168.7983676409841950396429102,32113
PNFTC-USDT,0x0514c22fd60b7393ba125fd984d3c95d1ab482ee,0x38d3c259cb5cbb8b5b4bf263e3934f12a0128d7c,PNFTC,PottersNFTCorporation (pottersnft.io),18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.000026851272446609,1234.288137814741872037952534212722,24
LAR-USDT,0x052376e3597a2a19d93ab5d6ecefdcb442d009af,0x6226caa1857afbc6dfb6ca66071eb241228031a1,LAR,Linkart,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.024438226538570239,141641.3337279228710843869372608368,367
dcaps-WETH,0x0531fae259675dfc5833c388dbbae2f7a7b0f81d,0x0bafa383ea3726982fcf0507f63c9c3d02f28eec,dcaps,Dogecaps,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000248382000068303,106985.5130366586485494312300020488,66
HDPNKH-WETH,0x054b86394991c9f8a0d1f8c3de3c5850d6e333f5,0x457b1687a54cec1ef374a0a13f10b4b4d3a5066b,HDPNKH,HDPunk 🐱‍💻 Hoodies 🐱‍💻,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.001452535620875437,6286.697903404881603205116815478684,22
DEP-USDT,0x054d2043ee8ff8638a156e2085784077dc8ee9e7,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,DEP,DEAPCOIN,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.000046304635019213,18793.93194557012957459339556293367,70
CT-WETH,0x0552bfa80ba42f8b6942703f19f101f1dedc852b,0x0113bf81f431175b7013f3bd4573479ab170c4c9,CT,Crypto Twitter,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.000256760996957081,3.965385750068457011358257705084944,3
OHM-DAI,0x055475920a8c93cffb64d039a8205f7acc7722d3,0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5,OHM,Olympus,9,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,Dai Stablecoin,18,0.664603200512116747,1570912629.723802189752559395824497,40515
DAI-USDT,0x055cedfe14bce33f985c41d9a1934b7654611aac,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,Dai Stablecoin,18,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,Tether USD,6,0.000180333214160851,42133.18367214875787933604947575879,729
CVX-WETH,0x05767d9ef41dc40689678ffca0608878fb3de906,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,Convex Token,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,2634.782496997469287952,3458150731.336402725915013121703131,177517
IMI-WETH,0x0581092f7704b95f589daaa03bc28aae0cdebdd9,0x470d156d1f6f7865d7b6c1beffb12187cd799e91,IMI,Immicoin,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,46770.717334674267318796,36065.08115541832941145526069931133,192
alUSD-WETH,0x0589e281d35ee1acf6d4fd32f1fba60effb5281b,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9,alUSD,Alchemix USD,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,105.486829710596108066,7580060.17343992657393755337479418,4288
DAI-WUSD,0x059236c954c1b6aef0d0f20da74c2eaf6cded574,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,Dai Stablecoin,18,0xc1091350291e228518beae7b775d05c353789c9e,WUSD,Wrapped USD,18,0,0,2
xINCHa-WETH,0x05b52cf68336dc52104dd541857fae1b1f3badf0,0x866f10e305f01d829dea993bac71ffc5a76efa06,xINCHa,xINCH,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.663324958071078969,0,1
MOGX-WETH,0x05c2b0418cc01b86336de43259aad7261abd5326,0xbdec45952b5e234eddc2981b43eed360826d5087,MOGX,Mogu Token,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.006798732144641095,5127.14194246554425411183711934312,10
$TRDL-WETH,0x05cc2e064e0b48e46015ead9961f1391d74e5f83,0x297d33e17e61c2ddd812389c2105193f8348188a,$TRDL,Strudel Finance,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,1704.028640012732856594,23062283.46173053923800112862453113,7737
MDZA-1INCH,0x05ea8ccfac10528b5901585e216b481a866ba95c,0x0ecdd783dc7bf820614044b51862ed29714d2ba5,MDZA,MEDOOZA Ecosystem v2.0,18,0x111111111117dc0aa78b770fa6a738034120c302,1INCH,1INCH Token,18,424.26406871192851364,0,2
YEAR-WETH,0x05f3698f2c66022ba07369ea361c51f46bcc5b67,0x9010a15184da16e3a7c5b4aa50094dfe3bb36989,YEAR,EtherWrapped,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,3697.221373921398731739,2694.209370551152416451932766271217,32
KWIK-WETH,0x05f59c96d8a8660eb65a839117740c4f1ec6679b,0x286c0936c7eaf6651099ab5dab9ee5a6cb5d229d,KWIK,Kwikswap,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,0.141421356237308504,0,1
HOPE-WETH,0x060c603d9243e5152c406ee4eb603e4e9e47a11f,0x9d4aa5600e0c8c2085bb82d946ca6642742a8250,HOPE,HOPE,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,7168.526965028259986972,275334.366600429474308742206260194,703
SOON-WETH,0x0646583be34b133ce5d247f1d94e7effe32b58d0,0x0fd034abd916842c17c89bae7b1ec696e1c104a9,SOON,SoonBirds,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,Wrapped Ether,18,1.957080388202105949,26770.11425348048672872456356555572,78
