token,name,symbol,label
0x0502e34006a9758604ff73c95db1f7f2a17a0624,Coin Mining,C3,1
0x05074b439211739bd952e1092127f17afd0de204,yefam.finance,YFF,1
0x05079687d35b93538cbd59fe5596380cae9054a9,BitSong,BTSG,0
0x0510093961570a2bed9b52a9ea3b7f1a52dc56d3,HEX,HEXS,1
0x0518bd36eb2b3d64303115f39989ba439264bd31,Walnut Finance Token,WTF,1
0x051aab38d46f6ebb551752831c7280b2b42164db,FreelancerChain,FCN,0
0x052c402551dba47d95cf425283d079bfdb8192d6,BIU,BIU,1
0x05328be73e1f797a7a40e4e99080265cf77636ba,Shill.Win,PoSH,1
0x0542ff9f042301fcb06c1a4d09bc202e461d35d0,Keep3r.link,KP3RL,1
0x05484e280743ae0ca8072ea0faf571dda0b75fa8,PowerCore Token,PCT,0
0x054c69b9f2a58de980830d771cce78633923e8b1,Shrimp Swap,Shrimp,1
0x054f76beed60ab6dbeb23502178c52d6c5debe40,DeFiner,FIN,0
0x055060e6dfe33a7307f5711797699a443a11ef9b,APY.Center,CAPY,1
0x0557df767419296474c3f551bb0a0ed4c2dd3380,Universal Gold,UPXAU,0
0x055aaa58cee18bef87a4d890bd08f5633bd10f72,Crackfinance,CRACK,1
0x05690a1c422d23b376cc0de6f446489ec96b0297,Wrapped BitCash,wBITC,1
0x056dd20b01799e9c1952c7c9a5ff4409a6110085,WPPTOKEN,WPP,0
0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,Gemini dollar,GUSD,0
0x0572737821af960ce041b89500b8e231cb6a517f,FYOOZ,FYZ,1
0x0581e46495db4081ef2e4ed0aab945d09cfed834,skale.network,SKL,1
0x058349297672b6cc7ccb6e59a679c5add74a6898,Ethereum Vault,ETHV,1
0x058391e75ee8f675c7eeca35fd6d12b11e73b4b6,SUPER,SUPER,1
0x0584e36dee19e7a662bafcad59b812ec9d63a346,CertiK.foundation,CertiK,1
0x05860d453c7974cbf46508c06cba14e211c629ce,Eden Coin,EDN,0
0x058620ee1820b28efdb692622a388f87d5560630,BlackstoneCoin,BKTC,1
0x058831a915ccea5f3cde3941281519983353905a,Fuck Chapo Token,FUCKCHAPO,1
0x05984006707585f66465e8a6505341f46b64fa7a,Nam Coin,NAM,0
0x0599618407a410c67b41e2fb46fa1bb9d0b18837,dsf.finance,DSF,1
0x059ced7f76d6c66b2d9b302389494d0c3ed16a44,Fundamenta,FMTA,1
0x05b45d5ee824f1e94b1b93ee1e20e09ba8062c5e,Predix Network,PRDX,1
0x05b6cfd876e36b7dec3e3f2db7b25f63e3d6dff1,RIA token,RIA,1
0x05bd72974388bd3cadd175e9f8fa4ced054b2174,KP3E Network,KP3E,1
0x05c02fa48907c2814128e2d013b8efaba2e250d7,PUMP,PUMP,1
0x05d27cdd23e22ca63e7f9c7c6d1b79ede9c4fcf5,Yearn Finance Passive Income,YFPI,0
0x05d3606d5c81eb9b7b18530995ec9b29da05faba,TomoChain,TOMOE,0
0x05d412ce18f24040bb3fa45cf2c69e506586d8e8,MFTU,MFTU,0
0x05e037c0a0896e5140c18594681daff1ce728be7,TheodoreCoin,TDC,1
0x05e850909664a3cf926ca4777c3ec1577d36ec18,OnFlow,Flow,1
0x05f05fc383a316e33f43815b66a1fd646e1e3041,DISTX,DISTX,1
0x05fcc72cfb4150abae415c885f7a433ff523296f,YOKcoin,YOK,0
0x06119928e04cf058134516f2014db67063f9a7a9,Ruwetka,RTK,1
0x061206cff531afe9b69f1c82cedd036a15a7c4a9,OnlyTen,OTEN,0
0x0615818ef8d4869e0c52141a729e44ffffdc9e1e,DeFiYieldProtocol,DYP,1
0x062e175835e0b6d49d7bbed7e17b1b6b5a123f9c,FalconSwap.COM,FSW,1
0x06301057d77d54b6e14c7faffb11ffc7cab4eaa7,DMM: DAI,mDAI,0
0x064626b334af693c63e6c0400e6f7cf6fc6baafb,STVKE.Network,STVKE,1
0x0651b66d6af12ccf27ad194170e0deb5aa5cc454,BBB Finance,BBB,1
0x06582d6b04f4ca17fd65ffe7dcae95f66c197aa2,CHADS VC,CHADS,1
0x065ccf8d682995be66e38eaee3c2475f636634ab,YFIW.FINANCE,YFIW,0
0x065ec7d50bf7e9400f469423a23a28e7f2fa6996,Polkadot,DOT,1
0x0664b1acc80605977b55c665967c1a2ad0a23fdf,Yftheta,YF_,1
0x0665b2a4af27778d45d687def997b2f1e00961a8,yearn.finance.XYF,XXYFI,1
0x066798d9ef0833ccc719076dab77199ecbd178b0,SakeToken,SAKE,0
0x066b97d96ff6e32d872e8caaf0e0ad98b063a43f,Ruletka,RTK,1
0x066fd9b1764ea70e6e83fd510409546977d53988,APWine.Fi,APW,1
0x069cdb196c565177c9e5981f0380214c18a8f7dd,Keep3r Worker,KP3RW,1
0x069e219ea6d6e1aacda76bdca0fbfb4f6b25fd1c,DefiPie,PIE,1
0x069e4d10d0cffd778edf19c4acd6836b3cc79342,SMARTCREDIT Token,SMARTCREDIT,1
0x06a01a4d579479dd5d884ebf61a31727a3d8d442,SmartKey,Skey,0
0x06a68535494bff3fd6d28a1ebe445efb52da0559,Fox Finance,FOX,1
0x06ab36b19b8d90001e139ea415b3ca14be68c80a,Kosher Finance,KOSH,1
0x06ad9bacc335d658550c3be1fd1a2972f0ed6efd,bisontrails,BOT,1
0x06af07097c9eeb7fd685c692751d5c66db49c215,Chai,CHAI,0
0x06b3b1d5be213f7992913c7b4395a8cd7afb6262,SYX token,SYX,1
0x06c291b051112077ae18386c3a4d77f44b0ac53c,Upbots.net Token,UBXT,1
0x06ca63a2ff5ffb4191c32f7829c2b160aba8fe88,XStake.finance,XStake,1
0x06ca771a689d6d5f5e435be2ef1d1ffc6bdb3b4c,Wing Token,WING,1
0x06cbbd4ef137f330b211a0351e472fb18f4d56d6,LOVE,LOVE,1
0x06cf47da7b9bc451c494fa5c74c3ccbe7b322a61,Vault v0.2.1,Laika,1
0x06e0feb0d74106c7ada8497754074d222ec6bcdf,BitBall,BTB,0
0x06ec2d284764c510816e2433f5106fa6d7a77fb9,GreenEnergy,GE,1
0x06f3c323f0238c72bf35011071f2b5b7f43a054c,MASQ,MASQ,0
0x06f59a767f33eabe3f1a3d3c14997bae8058430c,Neutrino,USDN,0
0x06f59dd778fd183de777bebda694a92950b6ad47,frontier.xyz,FRONT,1
0x0700daaaa350f453620d5dac7665e23934dea8fe,ExTENS,EXTENS,1
0x07150e919b4de5fd6a63de1f9384828396f25fdc,Base Protocol,BASE,0
0x0719766e4b439ce49f20c00600c86d50ce0c607e,ExpertChain,e.xper,1
0x0729e2431558a317d79f83d28c1139ce05590aac,YUGE.WORKS,YUGE,1
0x072a1ba9fa10dea38ad2f4043a8385fbbf108cb2,Tater,$TATR,0
0x0731085b3d3672dff436a2bb90460cf1da8499dd,autoharvest.finance,AUTO,0
0x0734b447f0df7afcf2e979668b068d6698a10795,Keep3rV2,KP3RV2,1
0x0746b8cb6dd33134baf0ead66146f442c098b42e,HALOToken,HALO,1
0x074a4e4808a0757889cd433697c9ccec9855fa2b,equalizer.fi,EQL,1
0x075190c6130ea0a3a7e40802f1d77f4ea8f38fe2,NToken0031,N0031,0
0x07535296ef1d80a28b7934df87e7412d71fa60d2,Pasta,PST,1
0x07597255910a51509ca469568b048f2597e72504,Uptrennd,1UP,0
0x075b1bb99792c9e1041ba13afef80c91a1e70fb3,Curve.fi renBTC/wBTC/sBTC,crvRenWSBTC,0
0x0760fb883e80846dd386b4cb87f4123309c7109b,Alpha Finance Lab,ALPHA,1
0x076243e3bdf52de17532acf17c2f266ed8695c10,KANVA,KNV,1
0x0763d730262bcb2f6c818272f6290b2cfa55e454,Cowboy.Finance,MILK,1
0x0763fdccf1ae541a5961815c0872a8c5bc6de4d7,SUKU,SUKU,0
0x076c97e1c869072ee22f8c91978c99b4bcb02591,CommerceBlock Token,CBT,0
0x0771a42bbb1957dd35ede2f7fe18f0192feeaad9,LUKSO,LYXe,1
0x0771f996196a471b14a5855caed6c0c67f032045,hypechill.fund,CHILL,1
0x07782730be9f2bc82c9c42296ed6754b9c9be18e,conflux.finance,CFX,1
0x0787441c5e0ee933faf8cd29de6cc79341032aa8,UniLend Finance,UFT,1
0x078dbeab281befe80fff6ea151355ef5c9dfc1dc,p2pl.finance,P2PL,0
0x079de196d5e8babca45f7d621fe0127f4dc753d9,Rotex,RTX,0
0x07a690fb0ef85498047d46d9e53be91d9a755149,yeld.finance,YELD,1
0x07ab5a100f946a10be86f53ca6a0fd1486810c8d,S FINANCE,SFI,1
0x07ae2ef14108453bfa8b8301ef2e86a7d82753c7,Alpha Finance Lab,ALPHA,1
0x07b51ee534c19b0a068ae67380870db5727780c2,Republia.io,RPB,0
0x07b646dc6d79ecc1b5f3736abb5b61427febcca7,Perp.fi,PERP,1
0x07bdb49cdae2d9f5231234512199f6210d7c069d,Baby Yoda Finance,YODA,1
0x07bf5e7201133c02712f100ff7d31c34608c076e,Verso View,VVT,1
0x07bf5f95851ef2b2996f192569e406a6fea2a95a,SEALToken,SEAL,0
0x07e4036a6eae649beb8b75b196e1d4bef60af8c5,CREDIT,CREDIT,1
0x07e42d9dc1471f9c3c823f1786cca07ed6180197,Curve Token,CRV,1
0x07ef9e82721ac16809d24dafbe1792ce01654db4,Chimpion,BNANA,0
0x07f3e265e6080a72ba4707cedd1173ac3db43939,https://t.me/swissfinancefarming,SWISS,1
0x07fe597e9b0509cbfee974519a53dd0def5eee5f,YFISUN.FINANCE,YFU,1
0x0808d1fe7a249a8b91a6c4037ed9f7ce5e2f90da,SKL,SKL,1
0x081027cdfbf716d89e88ced032f2657152b5431e,PowerPool.Finance,CVP,1
0x08130635368aa28b217a4dfb68e1bf8dc525621c,AfroDex,AfroX,0
0x08133530f300ef74d975837d0540fd3b3b87ba55,Zombie,RED,1
0x0815197db2beef7621dbbaf741da50714fa31d6f,Spare,SPARE,1
0x081583889f20e58e5f3217d6834815eb578af88e,WCDSWAP,CDSW,1
0x081a3760dd4bfa83934cc506e2422f983f616e1e,Digital Twin Agreemant,DTA,1
0x081d9a48e3c238cc30b60c5274697dac2040063c,TigerSwap Protocol,TSP,1
0x081fc450b924f6bb8b6a0223ed9eba25d50517fe,NoName.Finance,NONAME,1
0x0821fff6789a201e91ea94a896057bf0a8cf7ae6,yKore,yKORE,1
0x082220922b2c95d7b8551f8cf0891b649b280beb,Zenon Network,ZNN,1
0x0829d2d5cc09d3d341e813c821b0cfae272d9fb2,Social Rocket,ROCKS,0
0x08385831a82989dcd5510ea77e274ff56c18ed2c,Chain.Link,Link,1
0x083c277bf69e6468e9cf9109a99ec7f9082de65a,Troy Finance,TROY,1
0x084eec254f0c8f8e4d3de68593772ed82ddf4edf,FOMO KING,FOMO,1
0x086c6a3eebbf5d9ccb47d37f75169cbb0f572ae0,LEO,LEO,1
0x0877b40767e322c2c70aeb03fdbbdeac2609715f,THERMAL,THERM,1
